GradientBoostingRegressor
"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_depth': 12, 'learning_rate': 0.1}"
6325.1041867733
2053.5344757870857
5461.073922040599
0.5292753366158048
0.5500913300700996
